iter	Passed	Remaining
1668	10951	2171
1669	10960	2165
1670	10971	2160
1671	10982	2154
1672	10993	2148
1673	11004	2142
1674	11014	2137
1675	11023	2131
1676	11034	2125
1677	11045	2119
1678	11057	2114
1679	11067	2108
1680	11077	2102
1681	11088	2096
1682	11098	2090
1683	11108	2084
1684	11119	2078
1685	11130	2072
1686	11142	2067
1687	11155	2061
1688	11168	2056
1689	11180	2050
1690	11190	2044
1691	11200	2038
1692	11211	2032
1693	11222	2027
1694	11232	2021
1695	11242	2015
1696	11253	2009
1697	11264	2003
1698	11275	1997
1699	11287	1991
1700	11297	1985
1701	11308	1979
1702	11319	1974
1703	11330	1968
1704	11341	1962
1705	11351	1956
1706	11357	1949
1707	11363	1942
1708	11369	1935
1709	11374	1929
1710	11381	1922
1711	11386	1915
1712	11391	1908
1713	11400	1902
1714	11408	1895
1715	11416	1889
1716	11424	1883
1717	11433	1876
1718	11441	1870
1719	11448	1863
1720	11455	1857
1721	11462	1850
1722	11468	1843
1723	11474	1837
1724	11480	1830
1725	11485	1823
1726	11491	1816
1727	11496	1809
1728	11502	1802
1729	11507	1796
1730	11513	1789
1731	11519	1782
1732	11525	1775
1733	11530	1768
1734	11537	1762
1735	11542	1755
1736	11548	1748
1737	11553	1741
1738	11558	1734
1739	11563	1727
1740	11568	1721
1741	11573	1714
1742	11579	1707
1743	11584	1700
1744	11589	1693
1745	11594	1686
1746	11600	1680
1747	11606	1673
1748	11612	1666
1749	11617	1659
1750	11622	1652
1751	11627	1645
1752	11633	1639
1753	11638	1632
1754	11644	1625
1755	11650	1618
1756	11655	1612
1757	11661	1605
1758	11667	1598
1759	11672	1591
1760	11678	1584
1761	11683	1578
1762	11688	1571
1763	11694	1564
1764	11699	1557
1765	11704	1550
1766	11709	1544
1767	11715	1537
1768	11721	1530
1769	11726	1523
1770	11732	1517
1771	11737	1510
1772	11743	1503
1773	11749	1496
1774	11754	1490
1775	11759	1483
1776	11765	1476
1777	11770	1469
1778	11776	1462
1779	11781	1456
1780	11786	1449
1781	11791	1442
1782	11797	1435
1783	11802	1429
1784	11808	1422
1785	11813	1415
1786	11818	1408
1787	11824	1401
1788	11830	1395
1789	11835	1388
1790	11841	1381
1791	11846	1375
1792	11852	1368
1793	11857	1361
1794	11863	1354
1795	11868	1348
1796	11873	1341
1797	11878	1334
1798	11882	1327
1799	11887	1320
1800	11894	1314
1801	11899	1307
1802	11904	1300
1803	11911	1294
1804	11916	1287
1805	11921	1280
1806	11928	1274
1807	11934	1267
1808	11940	1260
1809	11945	1253
1810	11950	1247
1811	11956	1240
1812	11962	1233
1813	11968	1227
1814	11973	1220
1815	11978	1213
1816	11984	1206
1817	11989	1200
1818	11995	1193
1819	12000	1186
1820	12006	1180
1821	12011	1173
1822	12017	1166
1823	12022	1160
1824	12028	1153
1825	12033	1146
1826	12038	1139
1827	12043	1133
1828	12048	1126
1829	12054	1119
1830	12059	1113
1831	12064	1106
1832	12070	1099
1833	12075	1093
1834	12081	1086
1835	12085	1079
1836	12091	1072
1837	12097	1066
1838	12102	1059
1839	12109	1052
1840	12114	1046
1841	12119	1039
1842	12125	1032
1843	12130	1026
1844	12135	1019
1845	12141	1012
1846	12146	1006
1847	12151	999
1848	12158	992
1849	12164	986
1850	12169	979
1851	12174	972
1852	12180	966
1853	12185	959
1854	12191	952
1855	12196	946
1856	12202	939
1857	12207	932
1858	12213	926
1859	12218	919
1860	12224	913
1861	12229	906
1862	12234	899
1863	12239	893
1864	12244	886
1865	12249	879
1866	12255	873
1867	12260	866
1868	12265	859
1869	12271	853
1870	12276	846
1871	12281	839
1872	12287	833
1873	12292	826
1874	12297	819
1875	12304	813
1876	12309	806
1877	12314	799
1878	12320	793
1879	12326	786
1880	12331	780
1881	12337	773
1882	12343	766
1883	12349	760
1884	12354	753
1885	12359	747
1886	12365	740
1887	12370	733
1888	12375	727
1889	12381	720
1890	12387	714
1891	12392	707
1892	12397	700
1893	12403	694
1894	12408	687
1895	12413	680
1896	12420	674
1897	12425	667
1898	12431	661
1899	12436	654
1900	12442	647
1901	12447	641
1902	12453	634
1903	12459	628
1904	12464	621
1905	12470	615
1906	12475	608
1907	12481	601
1908	12486	595
1909	12491	588
1910	12496	581
1911	12501	575
1912	12506	568
1913	12511	562
1914	12517	555
1915	12522	549
1916	12528	542
1917	12533	535
1918	12539	529
1919	12544	522
1920	12550	516
1921	12555	509
1922	12560	502
1923	12565	496
1924	12571	489
1925	12576	483
1926	12582	476
1927	12587	470
1928	12592	463
1929	12598	456
1930	12603	450
1931	12608	443
1932	12614	437
1933	12619	430
1934	12625	424
1935	12631	417
1936	12636	411
1937	12642	404
1938	12648	397
1939	12653	391
1940	12658	384
1941	12663	378
1942	12668	371
1943	12673	365
1944	12680	358
1945	12685	352
1946	12690	345
1947	12696	338
1948	12701	332
1949	12707	325
1950	12713	319
1951	12718	312
1952	12723	306
1953	12731	299
1954	12737	293
1955	12744	286
1956	12750	280
1957	12755	273
1958	12761	267
1959	12766	260
1960	12770	253
1961	12776	247
1962	12781	240
1963	12786	234
1964	12792	227
1965	12797	221
1966	12802	214
1967	12808	208
1968	12813	201
1969	12818	195
1970	12825	188
1971	12831	182
1972	12836	175
1973	12843	169
1974	12849	162
1975	12854	156
1976	12859	149
1977	12865	143
1978	12870	136
1979	12876	130
1980	12881	123
1981	12886	117
1982	12892	110
1983	12898	104
1984	12903	97
1985	12909	91
1986	12914	84
1987	12920	77
1988	12925	71
1989	12930	64
1990	12935	58
1991	12941	51
1992	12947	45
1993	12953	38
1994	12958	32
1995	12963	25
1996	12969	19
1997	12974	12
1998	12980	6
1999	12985	0
