iter	RMSE
149	324.9289556
150	321.2708022
151	317.3810471
152	313.5018195
153	309.9255551
154	306.402124
155	302.7780622
156	299.6050651
157	296.6272756
158	293.301597
159	289.936455
160	286.7843358
161	283.9994607
162	280.9414483
163	277.692337
164	275.007233
165	272.0902558
166	269.4817266
167	266.749318
168	264.0085476
169	261.1995688
170	258.8043343
171	256.2139604
172	253.6943605
173	251.2700794
174	248.9241864
175	246.4999528
176	244.1697766
177	241.91486
178	239.669355
179	237.6468886
180	235.3690607
181	233.2997268
182	231.2413494
183	229.204342
184	227.1634964
185	225.3176493
186	223.3888877
187	221.692763
188	219.8564361
189	218.2767323
190	216.428741
191	214.5631063
192	212.6852452
193	210.897101
194	209.2347552
195	207.6181658
196	206.0564193
197	204.4939706
198	202.9283228
199	201.2838443
200	199.8989332
201	198.6258259
202	197.1798971
203	195.7932656
204	194.2827087
205	192.7178172
206	191.4119307
207	190.1550815
208	189.0390508
209	187.8535062
210	186.5555021
211	185.3317272
212	184.2100656
213	182.9086199
214	181.7895273
215	180.6711988
216	179.4650939
217	178.2728139
218	177.0075683
219	175.941129
220	174.9130077
221	173.6525297
222	172.5765325
223	171.6752351
224	170.7076929
225	169.7742879
226	168.8070021
227	167.9438909
228	167.1384681
229	166.1923952
230	165.4613971
231	164.6886574
232	163.9504374
233	163.13716
234	162.2639723
235	161.4984347
236	160.5486557
237	159.7135596
238	158.8964897
239	158.1786109
240	157.3686773
241	156.6026927
242	155.7127938
243	155.001586
244	154.3238992
245	153.5876588
246	152.8064335
247	152.1445401
248	151.4861923
249	150.7067295
250	149.9493083
251	149.3401442
252	148.618506
253	148.0618017
254	147.5513306
255	146.9235365
256	146.2889383
257	145.7041918
258	145.06722
259	144.4722752
260	143.9017904
261	143.2845813
262	142.7405517
263	142.1716113
264	141.6342341
265	141.1325824
266	140.6165253
267	140.1606523
268	139.6690408
269	139.1446113
270	138.5613664
271	138.1301746
272	137.70792
273	137.2075591
274	136.7033881
275	136.1903337
276	135.7358803
277	135.3039711
278	134.812242
279	134.2771767
280	133.8818749
281	133.4366927
282	133.0291939
283	132.5864503
284	132.2351181
285	131.7463001
286	131.4208494
287	130.9157686
288	130.5552025
289	130.1601909
290	129.6774595
291	129.2240976
292	128.8503855
293	128.4522388
294	128.0634259
295	127.6724595
296	127.1177813
297	126.6958666
298	126.294811
299	125.864829
300	125.3466039
301	124.9572951
302	124.6812074
303	124.3515683
304	124.0294244
305	123.6497179
306	123.2600877
307	122.8755315
308	122.5121843
309	122.0695584
310	121.6309834
311	121.3434157
312	121.0593085
313	120.695022
314	120.3734375
315	120.0796005
316	119.7722078
317	119.4229746
318	119.1688526
319	118.8510991
320	118.5168312
321	118.2874924
322	117.8634939
323	117.485723
324	117.1576665
325	116.838089
326	116.5130268
327	116.2016755
328	115.8677485
329	115.5990312
330	115.2404312
331	114.875998
332	114.6462919
333	114.3766954
334	114.0213135
335	113.8133031
336	113.4796275
337	113.2352769
338	112.9578377
339	112.725057
340	112.4596131
341	112.1785024
342	111.9456312
343	111.5928191
344	111.3237177
345	111.0238627
346	110.770058
347	110.5925121
348	110.2701254
349	109.966818
350	109.6918601
351	109.4625093
352	109.1593448
353	108.9077038
354	108.5821917
355	108.3064754
356	108.0809681
357	107.8506374
358	107.6290889
359	107.3420848
360	107.0796664
361	106.8004836
362	106.5768718
363	106.3757864
364	106.1798268
365	105.9666261
366	105.7900557
367	105.5577206
368	105.3492062
369	105.1293645
370	104.9082778
371	104.7014394
372	104.4606283
373	104.2229936
374	103.9627461
375	103.7337334
376	103.5433059
377	103.3640912
378	103.1532287
379	102.9978314
380	102.8466144
381	102.6106369
382	102.4006909
383	102.1787858
384	101.895051
385	101.6635663
386	101.4881726
387	101.2492659
388	100.9920622
389	100.6961964
390	100.4567831
391	100.2682933
392	100.1237049
393	99.87440671
394	99.68114541
395	99.45946673
396	99.2901395
397	99.09596344
398	98.89605722
399	98.72577586
400	98.56864197
401	98.40226982
402	98.18060812
403	98.03654188
404	97.91653145
405	97.76107759
406	97.5464297
407	97.30275867
408	97.04734246
409	96.81316024
410	96.68128693
411	96.51173204
412	96.38216065
413	96.1818788
414	96.03828852
415	95.77916333
416	95.55820145
417	95.41810352
418	95.2667561
419	95.0891602
420	94.92618561
421	94.73136297
422	94.61190074
423	94.42092659
424	94.23556263
425	94.0937318
426	93.87754283
427	93.71968831
428	93.57135517
429	93.36413111
430	93.18119501
431	93.0301785
432	92.84680646
433	92.6639303
434	92.52781453
435	92.38203229
436	92.28071989
437	92.12620634
438	91.97121345
439	91.78581147
440	91.60782317
441	91.40637122
442	91.21371309
443	91.07679708
444	90.9569251
445	90.78208458
446	90.61765373
447	90.5057199
448	90.30988426
449	90.13859013
450	89.96227935
451	89.86265596
452	89.70366605
453	89.56715586
454	89.43675556
455	89.2907972
456	89.12007431
457	88.9549344
458	88.76445061
459	88.59761477
460	88.5047314
461	88.3498721
462	88.22826962
463	88.11369394
464	87.98573403
465	87.84928715
466	87.72005595
467	87.59372275
468	87.45329559
469	87.25068149
470	87.10566174
471	86.91550905
472	86.73637299
473	86.62426088
474	86.4393496
475	86.24887124
476	86.09410987
477	85.94970022
478	85.80564295
479	85.68089633
480	85.51836131
481	85.37481547
482	85.25870608
483	85.11798607
484	84.96982228
485	84.80475893
486	84.7124866
487	84.5663038
488	84.43472635
489	84.30865851
490	84.16068069
491	84.02206718
492	83.87520624
493	83.73106711
494	83.59233134
495	83.44489667
496	83.30250495
497	83.1416402
498	83.02480704
499	82.89358664
500	82.76553706
501	82.63187365
502	82.49216992
503	82.34460397
504	82.21110122
505	82.0538473
506	81.92703652
507	81.82995178
508	81.70651606
509	81.59171869
510	81.44775583
511	81.34862182
512	81.20609095
513	81.0741961
514	80.96977666
515	80.85428597
516	80.71562593
517	80.60871151
518	80.49795919
519	80.35283169
520	80.22190649
521	80.1055338
522	79.987339
523	79.87230057
524	79.75415337
525	79.63776547
526	79.50188965
527	79.34832858
528	79.27150598
529	79.13244282
530	78.98434824
531	78.87973448
532	78.77465911
533	78.6774347
534	78.57651982
535	78.46650801
536	78.38049227
537	78.24585237
538	78.11363223
539	78.0248487
540	77.92184548
541	77.81070857
542	77.65692137
543	77.55288615
544	77.45664842
545	77.32391102
546	77.23504822
547	77.13612584
548	77.05731921
549	76.9781892
550	76.8950989
551	76.8029436
552	76.70243364
553	76.59854155
554	76.4796892
555	76.34802229
556	76.22754186
557	76.1347861
558	76.02385587
559	75.94984391
560	75.87564929
561	75.7468828
562	75.64833225
563	75.52272846
564	75.41594536
565	75.28706238
566	75.19097399
567	75.0860124
568	74.99082659
569	74.91042545
570	74.81503168
571	74.69204579
572	74.57104984
573	74.45840796
574	74.35642757
575	74.22097277
576	74.12715449
577	73.99768397
578	73.91102965
579	73.81747329
580	73.74192332
581	73.6309026
582	73.5140132
583	73.40445484
584	73.31359972
585	73.22086397
586	73.12996641
587	73.00138733
588	72.90653259
589	72.84603386
590	72.74457109
591	72.65840282
592	72.58488595
593	72.46614311
594	72.35725316
595	72.27470427
596	72.1627825
597	72.10469925
598	71.99617377
599	71.88088767
600	71.77709501
601	71.66865578
602	71.60035047
603	71.52315761
604	71.42067156
605	71.31492953
606	71.20814657
607	71.11532977
608	71.00114216
609	70.93723662
610	70.84275734
611	70.73342674
612	70.66280535
613	70.58652933
614	70.51019756
615	70.41051187
616	70.31557108
617	70.21754804
618	70.12508698
619	70.02479581
620	69.95940677
621	69.86986516
622	69.76919579
623	69.6922634
624	69.5901032
625	69.47854325
626	69.38080593
627	69.30748721
628	69.25201422
629	69.18655273
630	69.10718523
631	69.00382791
632	68.93287411
633	68.85617875
634	68.76634983
635	68.66970997
636	68.58464959
637	68.48913545
638	68.43888626
639	68.35261869
640	68.25472684
641	68.18714747
642	68.10813586
643	68.04506073
644	67.95442705
645	67.86153237
646	67.79550005
647	67.69534628
648	67.59365049
649	67.50906471
650	67.4516614
651	67.39811017
652	67.32057267
653	67.26855536
654	67.19276096
655	67.10252232
656	67.02294257
657	66.93575725
658	66.87151596
659	66.79378467
660	66.70418861
661	66.6436176
662	66.55204738
663	66.47761551
664	66.37898575
665	66.302226
666	66.23534251
667	66.15508137
668	66.08388064
669	66.02097225
670	65.93992683
671	65.87317876
672	65.79587195
673	65.73115565
674	65.648849
675	65.56426277
676	65.50533221
677	65.42714325
678	65.34486783
679	65.26719201
680	65.20819092
681	65.12780152
682	65.06099243
683	64.98431905
684	64.89256237
685	64.79944506
686	64.76000307
687	64.6835603
688	64.60865719
689	64.53067902
690	64.45795423
691	64.39388958
692	64.34068118
693	64.28523966
694	64.2027845
695	64.12703742
696	64.07979094
697	64.02468108
698	63.9555127
699	63.88785731
700	63.79782919
701	63.73751412
702	63.66622425
703	63.58773796
704	63.54378656
705	63.46833637
706	63.40137614
707	63.33191824
708	63.24451054
709	63.16942187
710	63.11007491
711	63.03679202
712	62.96545629
713	62.90732802
714	62.83217836
715	62.76590195
716	62.69500899
717	62.6188499
718	62.55875676
719	62.49521892
720	62.4313741
721	62.37208492
722	62.31576323
723	62.26431196
724	62.20393137
725	62.13992623
726	62.06613806
727	62.01028595
728	61.93715356
729	61.864537
730	61.79696854
731	61.7422817
732	61.7007612
733	61.64501202
734	61.5798078
735	61.50914866
736	61.43934581
737	61.38907108
738	61.31025864
739	61.23994496
740	61.18073467
741	61.12214044
742	61.06722498
743	60.99253942
744	60.92827995
745	60.87475918
746	60.82068401
747	60.76570696
748	60.69950206
749	60.63540136
750	60.57141225
751	60.51092606
752	60.47006734
753	60.42761133
754	60.36772036
755	60.31762862
756	60.27643086
757	60.21265161
758	60.14593064
759	60.10293868
760	60.05513792
761	59.9965473
762	59.94313867
763	59.89849681
764	59.85495993
765	59.79364192
766	59.74516427
767	59.69920337
768	59.65485388
769	59.60231188
770	59.55620141
771	59.49316914
772	59.42596628
773	59.38335453
774	59.33117127
775	59.27891766
776	59.23261479
777	59.17896357
778	59.12786336
779	59.06155117
780	59.01310148
781	58.96198255
782	58.91808295
783	58.87749515
784	58.81345968
785	58.74622626
786	58.69453285
787	58.63238286
788	58.59251779
789	58.54771297
790	58.49002498
791	58.43064652
792	58.39743429
793	58.34106412
794	58.28391046
795	58.23504692
796	58.19057179
797	58.14118978
798	58.09650307
799	58.05624742
800	58.00108066
801	57.95068436
802	57.9126086
803	57.85536296
804	57.79514857
805	57.7539282
806	57.72071606
807	57.68167998
808	57.63342441
809	57.56764618
810	57.52947257
811	57.46548588
812	57.42071468
813	57.38218657
814	57.32022437
815	57.25782529
816	57.1957785
817	57.13718147
818	57.08127935
819	57.01885179
820	56.97998524
821	56.94516096
822	56.88904281
823	56.85862945
824	56.80336035
825	56.73796162
826	56.69536824
827	56.64320717
828	56.5915063
829	56.53611437
830	56.4917564
831	56.45082133
832	56.41413359
833	56.35608392
834	56.29676538
835	56.25818556
836	56.20999117
837	56.17361854
838	56.12229208
839	56.06973015
840	56.01036193
841	55.97189489
842	55.92757642
843	55.87105892
844	55.82582058
845	55.79281991
846	55.75777231
847	55.70669275
848	55.67294229
849	55.62465018
850	55.5840692
851	55.53771826
852	55.50783692
853	55.45971373
854	55.42716267
855	55.36927825
856	55.33527773
857	55.28421173
858	55.24471708
859	55.20209547
860	55.15865343
861	55.1254954
862	55.07169231
863	55.01705095
864	54.96040207
865	54.93002382
866	54.88243511
867	54.83913265
868	54.78897102
869	54.76723576
870	54.70025052
871	54.66491563
872	54.61606695
873	54.57588211
874	54.53776635
875	54.50891327
876	54.46969495
877	54.41450501
878	54.36609713
879	54.34069565
880	54.29261953
881	54.24726073
882	54.20759107
883	54.16678731
884	54.12570148
885	54.08941708
886	54.06522687
887	54.02989155
888	53.97339793
889	53.91923672
890	53.8764644
891	53.85216989
892	53.82607965
893	53.79267053
894	53.75482875
895	53.70477409
896	53.67062914
897	53.64768925
898	53.6017012
899	53.55665761
900	53.51026138
901	53.48343411
902	53.45694033
903	53.4057953
904	53.35786879
905	53.32032299
906	53.29463533
907	53.26481456
908	53.22368773
909	53.18605816
910	53.15709803
911	53.12772363
912	53.10648361
913	53.0750637
914	53.02974416
915	52.99236837
916	52.94659726
917	52.91618162
918	52.88659135
919	52.84346546
920	52.81248597
921	52.77421745
922	52.74107124
923	52.6995973
924	52.66450076
925	52.62229126
926	52.590105
927	52.57144978
928	52.53825499
929	52.49680376
930	52.46535029
931	52.4329009
932	52.41758131
933	52.38139824
934	52.35587038
935	52.31587971
936	52.26469726
937	52.22904678
938	52.18740421
939	52.14092314
940	52.11709099
941	52.08690954
942	52.03747445
943	51.99366379
944	51.95291589
945	51.9160268
946	51.89658509
947	51.8598181
948	51.81487287
949	51.77610145
950	51.74796874
951	51.7221235
952	51.68496562
953	51.65511308
954	51.61947352
955	51.58488357
956	51.53705716
957	51.50542257
958	51.47236805
959	51.43936098
960	51.38822781
961	51.3599634
962	51.32021161
963	51.28184042
964	51.25052693
965	51.22198445
966	51.17637788
967	51.12497146
968	51.09047134
969	51.06175562
970	51.03104824
971	50.99347917
972	50.95455635
973	50.91827536
974	50.89242875
975	50.8560768
976	50.83042812
977	50.78588538
978	50.74844022
979	50.72856695
980	50.70281524
981	50.67610743
982	50.63293289
983	50.60696117
984	50.56838564
985	50.53043708
986	50.51045523
987	50.48102658
988	50.45300267
989	50.40633
990	50.36676985
991	50.34166772
992	50.31366442
993	50.26622657
994	50.21921322
995	50.19486952
996	50.16090139
997	50.13306166
998	50.10862428
999	50.0770404
1000	50.05138461
1001	50.00538462
1002	49.96162349
1003	49.93407213
1004	49.90061509
1005	49.85933422
1006	49.84003081
1007	49.79716964
1008	49.76236352
1009	49.73054346
1010	49.69485164
1011	49.65054885
1012	49.61292215
1013	49.58091602
1014	49.54418623
1015	49.50870384
1016	49.46529206
1017	49.43169739
1018	49.38943384
1019	49.34614848
1020	49.3113135
1021	49.28229103
1022	49.25152731
1023	49.22076123
1024	49.2034868
1025	49.16629146
1026	49.13226828
1027	49.09783305
1028	49.06481388
1029	49.0250401
1030	49.01135298
1031	48.97103036
1032	48.93940439
1033	48.90595244
1034	48.87440076
1035	48.85084159
1036	48.8134554
1037	48.7736221
1038	48.75324775
1039	48.72825049
1040	48.69016045
1041	48.6642034
1042	48.63882343
1043	48.6147486
1044	48.58917694
1045	48.55671053
1046	48.52896951
1047	48.50692
1048	48.47428516
1049	48.44752371
1050	48.43067963
1051	48.3987496
1052	48.37888339
1053	48.35537791
1054	48.32715972
1055	48.30393797
1056	48.27528348
1057	48.23782943
1058	48.20185898
1059	48.16321597
1060	48.13994468
1061	48.1120885
1062	48.0825418
1063	48.06214798
1064	48.03588266
1065	48.00191614
1066	47.96519881
1067	47.94116128
1068	47.91682525
1069	47.88152545
1070	47.8599752
1071	47.84160707
1072	47.81023551
1073	47.77657742
1074	47.7402378
1075	47.71080005
1076	47.67850648
1077	47.65896007
1078	47.62713478
1079	47.60018643
1080	47.56070503
1081	47.53338916
1082	47.51253671
1083	47.49279338
1084	47.47664856
1085	47.445296
1086	47.40715593
1087	47.37020289
1088	47.33532872
1089	47.29833282
1090	47.27511095
1091	47.25458299
1092	47.24209497
1093	47.20834879
1094	47.17843508
1095	47.14904894
1096	47.11272387
1097	47.09224405
1098	47.07552225
1099	47.05344654
1100	47.02107832
1101	47.00095394
1102	46.97334166
1103	46.94219887
1104	46.90741323
1105	46.8769627
1106	46.84532187
1107	46.8149749
1108	46.78387157
1109	46.76334587
1110	46.73404832
1111	46.70624267
1112	46.68302657
1113	46.66512149
1114	46.64075529
1115	46.6172281
1116	46.59135279
1117	46.5561487
1118	46.53347051
1119	46.52065823
1120	46.49002947
1121	46.46646032
1122	46.43599352
1123	46.4189312
1124	46.38482187
1125	46.35533591
1126	46.32420348
1127	46.29838153
1128	46.26832799
1129	46.23540148
1130	46.21116058
1131	46.18601134
1132	46.15764743
1133	46.13389116
1134	46.10445664
1135	46.09252444
1136	46.06411184
1137	46.03231099
1138	46.00296078
1139	45.97878432
1140	45.96593265
1141	45.93821855
1142	45.90749093
1143	45.88384885
1144	45.87011158
1145	45.83964753
1146	45.81779449
1147	45.79667486
1148	45.77763881
1149	45.74422905
1150	45.71107166
1151	45.68416288
1152	45.65738064
1153	45.63333494
1154	45.60156633
1155	45.5833345
1156	45.55478787
1157	45.52403506
1158	45.50150711
1159	45.46931463
1160	45.44300184
1161	45.42511349
1162	45.40525665
1163	45.38347194
1164	45.35700044
1165	45.33706249
1166	45.29972148
1167	45.26604458
1168	45.24394674
1169	45.22214111
1170	45.20235177
1171	45.17699612
1172	45.15972374
1173	45.12612672
1174	45.10388844
1175	45.07544312
1176	45.05860488
1177	45.04097701
1178	45.01542592
1179	44.98842987
1180	44.95718441
1181	44.92627586
1182	44.89935035
1183	44.87161701
1184	44.85040039
1185	44.82355657
1186	44.80211007
1187	44.77864063
1188	44.75374775
1189	44.73349842
1190	44.71450576
1191	44.6977804
1192	44.66951973
1193	44.65102272
1194	44.63096308
1195	44.60737608
1196	44.59021595
1197	44.57181103
1198	44.5491431
1199	44.52871421
1200	44.50315721
1201	44.48085971
1202	44.46349016
1203	44.43536985
1204	44.41208605
1205	44.38457608
1206	44.3627439
1207	44.34382784
1208	44.32257915
1209	44.30480521
1210	44.27559315
1211	44.25263084
1212	44.23573153
1213	44.20663318
1214	44.18297265
1215	44.16534429
1216	44.14273937
1217	44.11469577
1218	44.08884249
1219	44.07105022
1220	44.05322166
1221	44.03444954
1222	44.01479351
1223	43.98917668
1224	43.97048775
1225	43.94264402
1226	43.91656085
1227	43.89722276
1228	43.87335328
1229	43.85688034
1230	43.83780763
1231	43.81356675
1232	43.79376132
1233	43.77547512
1234	43.757118
1235	43.73874687
1236	43.72008845
1237	43.69199812
1238	43.67182104
1239	43.64830493
1240	43.62628914
1241	43.60950728
1242	43.57449661
1243	43.55694965
1244	43.54505181
1245	43.52329212
1246	43.5042514
1247	43.48135468
1248	43.45609276
1249	43.43440478
1250	43.41932821
1251	43.38987753
1252	43.36640764
1253	43.34385449
1254	43.32763799
1255	43.30151466
1256	43.28613093
1257	43.25878234
1258	43.23926692
1259	43.22065199
1260	43.19906672
1261	43.18111526
1262	43.16138709
1263	43.14948304
1264	43.13233155
1265	43.1110982
1266	43.09028707
1267	43.07300888
1268	43.05560861
1269	43.02844963
1270	43.00229724
1271	42.98482863
1272	42.96812264
1273	42.94446473
1274	42.91869207
1275	42.9046032
1276	42.88686831
1277	42.87227513
1278	42.85292514
1279	42.829904
1280	42.80924837
1281	42.78119195
1282	42.77102443
1283	42.7548928
1284	42.73335401
1285	42.72078459
1286	42.70680006
1287	42.68115352
1288	42.65894505
1289	42.63805367
1290	42.62492054
1291	42.60890146
1292	42.58834191
1293	42.56969717
1294	42.54627049
1295	42.53115762
1296	42.51004706
1297	42.49530707
1298	42.47292761
1299	42.45259989
1300	42.4312941
1301	42.41762884
1302	42.39656687
1303	42.38107112
1304	42.36314219
1305	42.3438534
1306	42.32943813
1307	42.30964683
1308	42.28961261
1309	42.26849397
1310	42.24019533
1311	42.21528222
1312	42.1910768
1313	42.18234262
1314	42.16210907
1315	42.14262335
1316	42.1231376
1317	42.10941465
1318	42.09221989
1319	42.08335449
1320	42.06295009
1321	42.04966843
1322	42.02501391
1323	42.0094021
1324	41.98860175
1325	41.96593752
1326	41.95060164
1327	41.93254659
1328	41.92219855
1329	41.89911731
1330	41.88660724
1331	41.87180525
1332	41.85029965
1333	41.83110899
1334	41.8226157
1335	41.79906816
1336	41.77331847
1337	41.75706641
1338	41.74122927
1339	41.72571335
1340	41.7087969
1341	41.68529373
1342	41.66929164
1343	41.66018681
1344	41.63997085
1345	41.61766888
1346	41.59464977
1347	41.57228461
1348	41.56404187
1349	41.5442228
1350	41.52304483
1351	41.50776514
1352	41.49476233
1353	41.48325377
1354	41.462902
1355	41.44618246
1356	41.42576268
1357	41.40817407
1358	41.38573019
1359	41.38502083
1360	41.36818089
1361	41.36032201
1362	41.33801633
1363	41.31981233
1364	41.301976
1365	41.28809243
1366	41.28016447
1367	41.26372088
1368	41.25348351
1369	41.23239683
1370	41.21147756
1371	41.19721243
1372	41.18368014
1373	41.16320069
1374	41.15231557
1375	41.13367344
1376	41.10267465
1377	41.08117834
1378	41.06452268
1379	41.0423929
1380	41.02954441
1381	41.01660099
1382	40.99804491
1383	40.98086924
1384	40.96595653
1385	40.94498877
1386	40.92176044
1387	40.89973585
1388	40.87954526
1389	40.86427912
1390	40.86357073
1391	40.8426715
1392	40.82494952
1393	40.81279561
1394	40.79039143
1395	40.77584411
1396	40.76154747
1397	40.73985016
1398	40.72281861
1399	40.71470185
1400	40.70065415
1401	40.69070388
1402	40.67283785
1403	40.65745974
1404	40.64709033
1405	40.62961456
1406	40.61292958
1407	40.5960739
1408	40.58223042
1409	40.55998603
1410	40.53879407
1411	40.52215285
1412	40.50527526
1413	40.48609169
1414	40.47253735
1415	40.45754747
1416	40.44200797
1417	40.42993564
1418	40.41702077
1419	40.40221591
1420	40.38192896
1421	40.35992296
1422	40.34342144
1423	40.3281915
1424	40.3126801
1425	40.2968569
1426	40.27906725
1427	40.26078921
1428	40.24434546
1429	40.22669407
1430	40.20269517
1431	40.18850976
1432	40.18065013
1433	40.1614971
1434	40.14434473
1435	40.12354175
1436	40.10792547
1437	40.09406561
1438	40.07512149
1439	40.05946253
1440	40.04206593
1441	40.02631214
1442	40.00869559
1443	39.99533123
1444	39.98284051
1445	39.97094177
1446	39.95978232
1447	39.94809894
1448	39.93918524
1449	39.92484357
1450	39.90493271
1451	39.88667989
1452	39.86701875
1453	39.85260552
1454	39.83488609
1455	39.81780535
1456	39.80393371
1457	39.78499287
1458	39.77237871
1459	39.76072
1460	39.74962163
1461	39.73471725
1462	39.71584304
1463	39.70213507
1464	39.68799994
1465	39.67086474
1466	39.67016128
1467	39.65418335
1468	39.64651085
1469	39.62831885
1470	39.6173952
1471	39.59568204
1472	39.59498254
1473	39.57988397
1474	39.55957399
1475	39.54561424
1476	39.52733518
1477	39.52263248
1478	39.51085751
1479	39.49249517
1480	39.47011246
1481	39.46289483
1482	39.45018726
1483	39.42968518
1484	39.4103275
1485	39.40626126
1486	39.39854287
1487	39.38209426
1488	39.36935773
1489	39.34937103
1490	39.33757559
1491	39.32078011
1492	39.306342
1493	39.28806521
1494	39.27913397
1495	39.26481142
1496	39.25143174
1497	39.24063591
1498	39.22943273
1499	39.22079356
1500	39.20992886
1501	39.19294969
1502	39.17415456
1503	39.15615987
1504	39.14542031
1505	39.12974721
1506	39.11563654
1507	39.10210616
1508	39.08881549
1509	39.07519547
1510	39.05783497
1511	39.0421067
1512	39.02384024
1513	39.00853598
1514	38.99400028
1515	38.97388444
1516	38.95210263
1517	38.93584367
1518	38.92263777
1519	38.90193468
1520	38.88802624
1521	38.87954816
1522	38.86994044
1523	38.85299036
1524	38.83669022
1525	38.82427375
1526	38.80878076
1527	38.79969194
1528	38.78659384
1529	38.76787188
1530	38.7509069
1531	38.73785994
1532	38.72279274
1533	38.71121886
1534	38.6989706
1535	38.68111869
1536	38.66752182
1537	38.65908579
1538	38.64551163
1539	38.633237
1540	38.61704364
1541	38.61045258
1542	38.6022926
1543	38.58823547
1544	38.57789601
1545	38.56591042
1546	38.54993172
1547	38.54241526
1548	38.52547848
1549	38.5126284
1550	38.49413108
1551	38.47851154
1552	38.46270134
1553	38.45326946
1554	38.44410712
1555	38.4305065
1556	38.41140031
1557	38.40257226
1558	38.38576847
1559	38.37210195
1560	38.36206437
1561	38.34660644
1562	38.3331433
1563	38.32100778
1564	38.30824481
1565	38.29170136
1566	38.27799685
1567	38.26734918
1568	38.26162367
1569	38.24490418
1570	38.22674743
1571	38.22102761
1572	38.20851505
1573	38.19807926
1574	38.18457286
1575	38.17462278
1576	38.16004158
1577	38.14434576
1578	38.13149899
1579	38.11591056
1580	38.10633178
1581	38.09238434
1582	38.0809
1583	38.06881162
1584	38.05679422
1585	38.04108085
1586	38.02811374
1587	38.0022397
1588	37.99457332
1589	37.98426376
1590	37.96826086
1591	37.95843938
1592	37.94402439
1593	37.93223546
1594	37.92272413
1595	37.90919961
1596	37.89665077
1597	37.88078825
1598	37.86548174
1599	37.84968076
1600	37.8341963
1601	37.82468529
1602	37.81675382
1603	37.80401347
1604	37.7880201
1605	37.7794793
1606	37.76321437
1607	37.75502731
1608	37.74300482
1609	37.72999927
1610	37.71991001
1611	37.70802174
1612	37.69423701
1613	37.67757302
1614	37.67082954
1615	37.65711703
1616	37.64871976
1617	37.63680766
1618	37.63014987
1619	37.61441785
1620	37.59692273
1621	37.58540285
1622	37.5783268
1623	37.56141155
1624	37.54885789
1625	37.53348055
1626	37.51955418
1627	37.49896765
1628	37.48560768
1629	37.47455823
1630	37.46277204
1631	37.4433426
1632	37.43136076
1633	37.41938918
1634	37.40350463
1635	37.38948825
1636	37.37950266
1637	37.36844156
1638	37.35576587
1639	37.34845313
1640	37.33576885
1641	37.32722047
1642	37.31288472
1643	37.2988318
1644	37.28284726
1645	37.27370009
1646	37.26391695
1647	37.25041954
1648	37.23847703
1649	37.22770031
1650	37.21863594
1651	37.21209853
1652	37.20150332
1653	37.19300752
1654	37.18271904
1655	37.17059443
1656	37.16016445
1657	37.14997391
1658	37.13994342
1659	37.13109308
1660	37.12173862
1661	37.10768158
1662	37.09680712
1663	37.07657474
1664	37.06787812
1665	37.05304138
1666	37.04001241
1667	37.03120355
1668	37.02185256
1669	37.01098217
