iter	RMSE
1670	36.9967351
1671	36.98811271
1672	36.97950969
1673	36.96881929
1674	36.96232722
1675	36.94803395
1676	36.93513121
1677	36.92914951
1678	36.91463842
1679	36.90116282
1680	36.88962182
1681	36.87604605
1682	36.86573635
1683	36.84939341
1684	36.84060913
1685	36.83206388
1686	36.81764164
1687	36.80911421
1688	36.78585516
1689	36.77396862
1690	36.76380178
1691	36.75385142
1692	36.73948853
1693	36.72527547
1694	36.71433629
1695	36.70370331
1696	36.69830606
1697	36.68809095
1698	36.67988532
1699	36.67147811
1700	36.65851234
1701	36.64648814
1702	36.63686096
1703	36.62992228
1704	36.62184115
1705	36.61203037
1706	36.60050739
1707	36.58664102
1708	36.57051832
1709	36.56118986
1710	36.5414665
1711	36.52577688
1712	36.51022791
1713	36.50593219
1714	36.49244759
1715	36.48587885
1716	36.47836768
1717	36.46900491
1718	36.45450074
1719	36.44785946
1720	36.43671042
1721	36.42534057
1722	36.41339315
1723	36.3993763
1724	36.38961401
1725	36.37986561
1726	36.36977758
1727	36.36021494
1728	36.34469279
1729	36.3334907
1730	36.32527208
1731	36.31229376
1732	36.30004692
1733	36.28921253
1734	36.27684413
1735	36.26501443
1736	36.25575917
1737	36.24658162
1738	36.22645579
1739	36.21552215
1740	36.20459242
1741	36.19005096
1742	36.17893723
1743	36.16425688
1744	36.1516711
1745	36.13714245
1746	36.12393667
1747	36.11788306
1748	36.1075111
1749	36.09840491
1750	36.08432087
1751	36.07326538
1752	36.06481062
1753	36.05341671
1754	36.04507092
1755	36.03602738
1756	36.02682833
1757	36.01483659
1758	36.00810604
1759	36.00085014
1760	35.99200395
1761	35.98598644
1762	35.97668047
1763	35.96365816
1764	35.95326006
1765	35.94239585
1766	35.93299219
1767	35.92319331
1768	35.91168004
1769	35.90172741
1770	35.89405098
1771	35.89112792
1772	35.87883128
1773	35.8680062
1774	35.85686706
1775	35.84964181
1776	35.84286456
1777	35.8330863
1778	35.82070555
1779	35.81266222
1780	35.80767182
1781	35.80083152
1782	35.78964689
1783	35.7767861
1784	35.76388027
1785	35.75651105
1786	35.74911211
1787	35.74625225
1788	35.73471587
1789	35.73189312
1790	35.729108
1791	35.71968658
1792	35.7057586
1793	35.69644132
1794	35.68599657
1795	35.67990173
1796	35.67140684
1797	35.66199581
1798	35.65459464
1799	35.63853674
1800	35.62729534
1801	35.61759758
1802	35.60842782
1803	35.59772593
1804	35.58567613
1805	35.57708651
1806	35.57172794
1807	35.55614422
1808	35.54544055
1809	35.5369706
1810	35.53082961
1811	35.52348841
1812	35.5176512
1813	35.51044979
1814	35.50020004
1815	35.48678686
1816	35.48281819
1817	35.47123469
1818	35.46568654
1819	35.45284524
1820	35.44415873
1821	35.43234797
1822	35.42445719
1823	35.41972271
1824	35.41036171
1825	35.39753028
1826	35.38795994
1827	35.38055015
1828	35.37110378
1829	35.36515076
1830	35.35790716
1831	35.34802676
1832	35.33891241
1833	35.32857558
1834	35.3203688
1835	35.30960803
1836	35.29924727
1837	35.29381979
1838	35.28620202
1839	35.27781806
1840	35.26882974
1841	35.2581627
1842	35.24111436
1843	35.23081517
1844	35.22343933
1845	35.20548975
1846	35.20068558
1847	35.19191368
1848	35.18522809
1849	35.17864638
1850	35.16771767
1851	35.15768568
1852	35.15065055
1853	35.14253468
1854	35.13462742
1855	35.11908861
1856	35.11056503
1857	35.09920055
1858	35.0869725
1859	35.07638882
1860	35.07055264
1861	35.06418179
1862	35.0582342
1863	35.05153931
1864	35.04283665
1865	35.0291242
1866	35.02116774
1867	35.01451409
1868	35.0026951
1869	34.99664668
1870	34.98742786
1871	34.98099728
1872	34.97146265
1873	34.96385408
1874	34.9560348
1875	34.94976709
1876	34.93796436
1877	34.92937282
1878	34.91210556
1879	34.90569394
1880	34.89780783
1881	34.88535701
1882	34.86873211
1883	34.86071167
1884	34.85590609
1885	34.84437505
1886	34.83514012
1887	34.82317921
1888	34.81720672
1889	34.81148148
1890	34.8054276
1891	34.79401674
1892	34.78494383
1893	34.77604781
1894	34.76403007
1895	34.75624252
1896	34.7475367
1897	34.74213259
1898	34.73471458
1899	34.7249161
1900	34.71329772
1901	34.70182738
1902	34.69158431
1903	34.67986269
1904	34.6698256
1905	34.65732186
1906	34.64830254
1907	34.64102529
1908	34.63655622
1909	34.62995144
1910	34.62203022
1911	34.614885
1912	34.60831756
1913	34.60377137
1914	34.59393876
1915	34.58516505
1916	34.57658991
1917	34.57201345
1918	34.56429098
1919	34.55366918
1920	34.54850782
1921	34.54106151
1922	34.53511516
1923	34.52765075
1924	34.51742543
1925	34.51150076
1926	34.50249896
1927	34.49533591
1928	34.48412728
1929	34.47473152
1930	34.46518422
1931	34.45593193
1932	34.44932244
1933	34.44040097
1934	34.43029822
1935	34.4158408
1936	34.40873517
1937	34.39427374
1938	34.38632964
1939	34.37870377
1940	34.37264224
1941	34.3682184
1942	34.35732302
1943	34.34973561
1944	34.3408435
1945	34.33526101
1946	34.3271017
1947	34.32253967
1948	34.3116252
1949	34.30794902
1950	34.30359964
1951	34.29636598
1952	34.29196518
1953	34.28457614
1954	34.27886228
1955	34.27361566
1956	34.26599196
1957	34.26044859
1958	34.25361013
1959	34.24150796
1960	34.23120427
1961	34.2235783
1962	34.21646853
1963	34.20750235
1964	34.19813517
1965	34.19332933
1966	34.1824861
1967	34.16957164
1968	34.15993563
1969	34.14699603
1970	34.138293
1971	34.12819526
1972	34.12058156
1973	34.10928175
1974	34.10526071
1975	34.09681793
1976	34.08606323
1977	34.07607255
1978	34.0691459
1979	34.06236466
1980	34.05694088
1981	34.05251689
1982	34.04538692
1983	34.03792877
1984	34.03187252
1985	34.02398055
1986	34.01624971
1987	34.00706016
1988	34.00283149
1989	33.99723994
1990	33.99240925
1991	33.98570488
1992	33.9794233
1993	33.97264656
1994	33.96748356
1995	33.96058302
1996	33.94849689
1997	33.9352319
1998	33.92052546
1999	33.91577038
